"Барча солиқ турлари бўйича бўйича    ""CAPITAL LOGISTICS 2020"" MAS'ULIYATI CHEKLANGAN JAMIYAT нинг (СТИР: 308020562)    2025 йил учун     Тошкент шаҳар, Янгиҳаёт тумани даги    ШАХСИЙ ҲИСОБВАРАҒИ";;;;;;;;;;;;;;;;;
Шакллантирилган сана ва вақти: 06.02.2026 16:03:54    Манба:  Электрон солиқ хизматлари портали (https://my3.soliq.uz);;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;сўм
Ҳудуд;Солиқ коди;Солиқ номи;Операция санаси;Операция мазмуни;Тўлов муддати;Тўлаш учун ҳисобланган;Камайтирилган;Тўланган;Қайтарилган;Қарздорлик;Ортиқча тўлов;Салбий фарқ;Пеня;Пеня муддати;Туланган пеня;Қолдиқ пеня;Ортиқча тўланган сумма
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;17.07.2025;Пост.сог.Мемор №143 Прочие ;17.07.2025;0;0;1 146 661,91;0;27 832 027,09;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;17.07.2025;Пост.сог.Мемор №143 Прочие ;17.07.2025;0;0;2 310 062,30;0;25 521 964,79;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;17.07.2025;Нач.часть пени 80%;17.07.2025;0;0;0;0;25 521 964,79;0;0;21 637,42;16.07.2025 - 17.07.2025;0;21 637,42;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;18.07.2025;Пост.сог.Мемор №143 Прочие ;18.07.2025;0;0;382 052,08;0;25 139 912,71;0;0;0;;0;21 637,42;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;18.07.2025;Нач.часть пени 80%;18.07.2025;0;0;0;0;25 139 912,71;0;0;9 528,20;18.07.2025 - 18.07.2025;0;31 165,62;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;21.07.2025;Пост.сог.Мемор №143 Прочие ;21.07.2025;0;0;25 153 229,51;0;0;13 316,80;0;0;;0;31 165,62;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;21.07.2025;Нач.часть пени 80%;21.07.2025;0;0;0;0;0;0;0;28 156,70;19.07.2025 - 21.07.2025;13 316,80;46 005,52;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;15.08.2025;С расчета за 7 м.;15.08.2025;31 332 700,00;0;0;0;31 332 700,00;0;0;0;;0;46 005,52;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;15.08.2025;Пост.сог.Мемор №157 Прочие ;15.08.2025;0;0;157 511,95;0;31 175 188,05;0;0;0;;0;46 005,52;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;20.08.2025;Пост.сог.Мемор №157 Прочие ;20.08.2025;0;0;32 093,58;0;31 143 094,47;0;0;0;;0;46 005,52;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;20.08.2025;Нач.часть пени 80%;20.08.2025;0;0;0;0;31 143 094,47;0;0;58 193,69;16.08.2025 - 20.08.2025;0;104 199,21;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;21.08.2025;Пост.сог.Мемор №157 Прочие ;21.08.2025;0;0;754 720,87;0;30 388 373,60;0;0;0;;0;104 199,21;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;21.08.2025;Пост.сог.Мемор №157 Прочие ;21.08.2025;0;0;560 657,92;0;29 827 715,68;0;0;0;;0;104 199,21;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;21.08.2025;Нач.часть пени 80%;21.08.2025;0;0;0;0;29 827 715,68;0;0;11 626,75;21.08.2025 - 21.08.2025;0;115 825,96;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;22.08.2025;Пост.сог.Мемор №157 Прочие ;22.08.2025;0;0;352 765,96;0;29 474 949,72;0;0;0;;0;115 825,96;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;22.08.2025;Пост.сог.Мемор №157 Прочие ;22.08.2025;0;0;165 012,83;0;29 309 936,89;0;0;0;;0;115 825,96;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;22.08.2025;Нач.часть пени 80%;22.08.2025;0;0;0;0;29 309 936,89;0;0;11 135,68;22.08.2025 - 22.08.2025;0;126 961,64;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;25.08.2025;Пост.сог.Мемор №157 Прочие ;25.08.2025;0;0;118 410,94;0;29 191 525,95;0;0;0;;0;126 961,64;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;25.08.2025;Пост.сог.Мемор №157 Прочие ;25.08.2025;0;0;537 110,29;0;28 654 415,66;0;0;0;;0;126 961,64;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;25.08.2025;Пост.сог.Мемор №157 Прочие ;25.08.2025;0;0;167 006,36;0;28 487 409,30;0;0;0;;0;126 961,64;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;25.08.2025;Нач.часть пени 80%;25.08.2025;0;0;0;0;28 487 409,30;0;0;32 827,13;23.08.2025 - 25.08.2025;0;159 788,77;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;27.08.2025;Пост.сог.Мемор №157 Прочие ;27.08.2025;0;0;437 085,92;0;28 050 323,38;0;0;0;;0;159 788,77;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;27.08.2025;Пост.сог.Мемор №157 Прочие ;27.08.2025;0;0;855 296,78;0;27 195 026,60;0;0;0;;0;159 788,77;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;27.08.2025;Нач.часть пени 80%;27.08.2025;0;0;0;0;27 195 026,60;0;0;21 270,60;26.08.2025 - 27.08.2025;0;181 059,37;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;28.08.2025;Пост.сог.Мемор №157 Прочие ;28.08.2025;0;0;1 444 952,55;0;25 750 074,05;0;0;0;;0;181 059,37;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;28.08.2025;Нач.часть пени 80%;28.08.2025;0;0;0;0;25 750 074,05;0;0;10 152,81;28.08.2025 - 28.08.2025;0;191 212,18;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;29.08.2025;Пост.сог.Мемор №157 Прочие ;29.08.2025;0;0;1 383 703,01;0;24 366 371,04;0;0;0;;0;191 212,18;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;29.08.2025;Пост.сог.Мемор №157 Прочие ;29.08.2025;0;0;313 389,12;0;24 052 981,92;0;0;0;;0;191 212,18;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;29.08.2025;Нач.часть пени 80%;29.08.2025;0;0;0;0;24 052 981,92;0;0;9 613,36;29.08.2025 - 29.08.2025;0;200 825,54;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;02.09.2025;Пост.сог.Мемор №157 Прочие ;02.09.2025;0;0;35 867,13;0;24 017 114,79;0;0;0;;0;200 825,54;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;02.09.2025;Нач.часть пени 80%;02.09.2025;0;0;0;0;24 017 114,79;0;0;35 919,12;30.08.2025 - 02.09.2025;0;236 744,66;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;04.09.2025;Пост.сог.Мемор №157 Прочие ;04.09.2025;0;0;1 131 384,09;0;22 885 730,70;0;0;0;;0;236 744,66;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;04.09.2025;Нач.часть пени 80%;04.09.2025;0;0;0;0;22 885 730,70;0;0;17 932,78;03.09.2025 - 04.09.2025;0;254 677,44;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;05.09.2025;Пост.сог.Мемор №157 Прочие ;05.09.2025;0;0;424 577,26;0;22 461 153,44;0;0;0;;0;254 677,44;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;05.09.2025;Нач.часть пени 80%;05.09.2025;0;0;0;0;22 461 153,44;0;0;8 544,01;05.09.2025 - 05.09.2025;0;263 221,45;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;08.09.2025;Пост.сог.Мемор №157 Прочие ;08.09.2025;0;0;1 339 279,01;0;21 121 874,43;0;0;0;;0;263 221,45;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;08.09.2025;Пост.сог.Мемор №157 Прочие ;08.09.2025;0;0;1 539 435,57;0;19 582 438,86;0;0;0;;0;263 221,45;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;08.09.2025;Пост.сог.Мемор №157 Прочие ;08.09.2025;0;0;430 943,68;0;19 151 495,18;0;0;0;;0;263 221,45;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;08.09.2025;Нач.часть пени 80%;08.09.2025;0;0;0;0;19 151 495,18;0;0;25 156,49;06.09.2025 - 08.09.2025;0;288 377,94;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;09.09.2025;Пост.сог.Мемор №157 Прочие ;09.09.2025;0;0;1 289 583,80;0;17 861 911,38;0;0;0;;0;288 377,94;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;09.09.2025;Пост.сог.Мемор №157 Прочие ;09.09.2025;0;0;17 869 211,38;0;0;7 300,00;0;0;;0;288 377,94;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;09.09.2025;Нач.часть пени 80%;09.09.2025;0;0;0;0;0;0;0;7 149,89;09.09.2025 - 09.09.2025;7 300,00;288 227,83;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;15.09.2025;С расчета за 8 м.;15.09.2025;30 998 310,00;0;0;0;30 998 310,00;0;0;0;;0;288 227,83;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;15.09.2025;Пост.сог.Заключ №5362171001 Прочие ;15.09.2025;0;0;165 262,73;0;30 833 047,27;0;0;0;;0;288 227,83;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;15.09.2025;Пост.сог.Заключ №5362171002 Прочие ;15.09.2025;0;0;51 419,20;0;30 781 628,07;0;0;0;;0;288 227,83;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;15.09.2025;Пост.сог.Заключ №5362171003 Прочие ;15.09.2025;0;0;71 545,90;0;30 710 082,17;0;0;0;;0;288 227,83;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;18.09.2025;Пост.сог.Мемор №171 Прочие ;18.09.2025;0;0;223 672,04;0;30 486 410,13;0;0;0;;0;288 227,83;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;18.09.2025;Нач.часть пени 80%;18.09.2025;0;0;0;0;30 486 410,13;0;0;34 395,30;16.09.2025 - 18.09.2025;0;322 623,13;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;19.09.2025;Пост.сог.Заключ №5443087001 Прочие ;19.09.2025;0;0;1 762,74;0;30 484 647,39;0;0;0;;0;322 623,13;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;19.09.2025;Пост.сог.Заключ №5443087002 Прочие ;19.09.2025;0;0;218 237,26;0;30 266 410,13;0;0;0;;0;322 623,13;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;19.09.2025;Нач.часть пени 80%;19.09.2025;0;0;0;0;30 266 410,13;0;0;11 381,59;19.09.2025 - 19.09.2025;0;334 004,72;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;22.09.2025;Пост.сог.Мемор №171 Прочие ;22.09.2025;0;0;912 298,69;0;29 354 111,44;0;0;0;;0;334 004,72;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;22.09.2025;Пост.сог.Мемор №171 Прочие ;22.09.2025;0;0;1 585 952,87;0;27 768 158,57;0;0;0;;0;334 004,72;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;22.09.2025;Нач.часть пени 80%;22.09.2025;0;0;0;0;27 768 158,57;0;0;33 898,38;20.09.2025 - 22.09.2025;0;367 903,10;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;24.09.2025;Пост.сог.Мемор №171 Прочие ;24.09.2025;0;0;2 106 243,01;0;25 661 915,56;0;0;0;;0;367 903,10;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;24.09.2025;Пост.сог.Мемор №171 Прочие ;24.09.2025;0;0;26 171 833,39;0;0;509 917,83;0;0;;0;367 903,10;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;24.09.2025;Нач.часть пени 80%;24.09.2025;0;0;0;0;0;121 281,17;0;20 733,56;23.09.2025 - 24.09.2025;388 636,66;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;09.10.2025;Возв.сог.Заключ №5783533001 Возв.сог.ПРОТОК ;08.10.2025;0;0;0;14 338,26;0;106 942,91;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;09.10.2025;Возв.сог.Заключ №5783534001 Возв.сог.ПРОТОК ;08.10.2025;0;0;0;60 470,76;0;46 472,15;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;09.10.2025;Возв.сог.Заключ №5783535001 Возв.сог.ПРОТОК ;08.10.2025;0;0;0;31 570,94;0;14 901,21;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;09.10.2025;Возв.сог.Заключ №5830630001 Возв.сог.ПРОТОК ;09.10.2025;0;0;0;14 338,26;0;562,95;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;15.10.2025;С расчета за 9 м.;15.10.2025;32 581 010,00;0;0;0;32 580 447,05;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;15.10.2025;Пост.сог.Мемор №193 Прочие ;15.10.2025;0;0;21 714,80;0;32 558 732,25;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;20.10.2025;Пост.сог.Мемор №193 Прочие ;20.10.2025;0;0;32 729,78;0;32 526 002,47;0;0;0;;0;0;0
Тошкент шаҳар Янгиҳаёт тумани;46;Жисмоний шахслар даромадидан олинадиган солиқ;20.10.2025;Пост.сог.Мемор №197 Прочие ;20.10.2025;0;0;253,16;0;32 525 749,31;0;0;0;;0;0;0
